"forme";"z";"type"
"tiser";1;7
"tisonner";1;7
"tisser";0;7
"titiller";0;7
"titrer";0;7
"tituber";0;7
"titulariser";1;7
"toaster";0;7
"toiler";0;7
"toiletter";0;7
"toiser";1;7
"tolérer";0;7
"tomber";0;7
"tomer";0;7
"tondre";0;7
"tonifier";0;7
"tonitruer";0;7
"tonsurer";0;7
"tontiner";0;7
"toper";0;7
"topicaliser";1;7
"toquer";0;7
"torcher";0;7
"torchonner";0;7
"tordre";0;7
"toréer";0;7
"toronner";0;7
"torpiller";0;7
"torréfier";0;7
"torsader";0;7
"tortiller";0;7
"tortorer";0;7
"torturer";0;7
"tosser";0;7
"totaliser";1;7
"toucher";0;7
"touer";0;7
"touiller";0;7
"toupiller";0;7
"toupiner";0;7
"tourber";0;7
"tourbillonner";0;7
"tourillonner";0;7
"tourmenter";0;7
"tournailler";0;7
"tournasser";0;7
"tournebouler";0;7
"tourner";0;7
"tournicoter";0;7
"tourniller";0;7
"tourniquer";0;7
"tournoyer";0;7
"toussailler";0;7
"tousser";0;7
"toussoter";0;7
"trabouler";0;7
"tracaner";0;7
"tracasser";0;7
"tracer";0;7
"trachéotomiser";1;7
"tracter";0;7
"traduire";0;7
"traficoter";0;7
"trafiquer";0;7
"trahir";0;7
"traînailler";0;7
"traînasser";0;7
"traîner";0;7
"traire";0;7
"traiter";0;7
"tramer";0;7
"tranchefiler";0;7
"trancher";0;7
"tranquilliser";1;7
"transbahuter";0;7
"transborder";0;7
"transcender";0;7
"transcoder";0;7
"transcrire";0;7
"transférer";0;7
"transfigurer";0;7
"transfiler";0;7
"transformer";0;7
"transfuser";1;7
"transgresser";0;7
"transhumer";0;7
"transiger";0;7
"transir";0;7
"transistoriser";1;7
"transiter";0;7
"translater";0;7
"translitérer";0;7
"translittérer";0;7
"transmettre";0;7
"transmigrer";0;7
"transmuer";0;7
"transmuter";0;7
"transparaître";0;7
"transpercer";0;7
"transpirer";0;7
"transplanter";0;7
"transporter";0;7
"transposer";1;7
"transsubstantier";0;7
"transsuder";0;7
"transvaser";1;7
"transverbérer";0;7
"transvider";0;7
"traquer";0;7
"traumatiser";1;7
"travailler";0;7
"travailloter";0;7
"traverser";0;7
"travestir";0;7
"trébucher";0;7
"tréfiler";0;7
"tréfondre";0;7
"treillager";0;7
"treillisser";0;7
"trémater";0;7
"trembler";0;7
"trembloter";0;7
"tremper";0;7
"trémuler";0;7
"trépaner";0;7
"trépasser";0;7
"trépider";0;7
"trépigner";0;7
"tressaillir";0;7
"tressauter";0;7
"tresser";0;7
"treuiller";0;7
"trévirer";0;7
"trianguler";0;7
"triballer";0;7
"tricher";0;7
"tricoter";0;7
"trier";0;7
"trifouiller";0;7
"triller";0;7
"trimarder";0;7
"trimbaler";0;7
"trimballer";0;7
"trimer";0;7
"tringler";0;7
"trinquer";0;7
"triompher";0;7
"tripatouiller";0;7
"tripler";0;7
"tripoter";0;7
"triquer";0;7
"triséquer";1;7
"trisser";0;7
"triturer";0;7
"tromper";0;7
"trompeter";0;7
"tronçonner";0;7
"trôner";0;7
"tronquer";0;7
"tropicaliser";1;7
"troquer";0;7
"trotter";0;7
"trottiner";0;7
"troubler";0;7
"trouer";0;7
"troussequiner";0;7
"trousser";0;7
"trouver";0;7
"truander";0;7
"trucider";0;7
"truffer";0;7
"truquer";0;7
"trusquiner";0;7
"truster";0;7
"tuber";0;7
"tuberculiner";0;7
"tuberculiniser";1;7
"tuberculiser";1;7
"tuer";0;7
"tuiler";0;7
"tuméfier";0;7
"turbiner";0;7
"turlupiner";0;7
"turlutter";0;7
"tuteurer";0;7
"tutoyer";0;7
"tuyauter";0;7
"twister";0;7
"tympaniser";1;7
"typer";0;7
"typiser";1;7
"typographier";0;7
"tyranniser";1;7
"ulcérer";0;7
"ululer";0;7
"unifier";0;7
"uniformiser";1;7
"unir";0;7
"universaliser";1;7
"upériser";1;7
"urbaniser";1;7
"uriner";0;7
"user";1;7
"usiner";1;7
"usurper";0;7
"utiliser";1;7
"vacciner";0;7
"vacher";0;7
"vaciller";0;7
"vacuoliser";1;7
"vadrouiller";0;7
"vagabonder";0;7
"vagir";0;7
"vaguer";0;7
"vaincre";0;7
"vaironner";0;7
"valdinguer";0;7
"valeter";0;7
"valider";0;7
"valiser";1;7
"vallonner";0;7
"valoir";0;7
"valoriser";1;7
"valouser";1;7
"valser";0;7
"vamper";0;7
"vampiriser";1;7
"vandaliser";1;7
"vanner";0;7
"vanter";0;7
"vaporiser";1;7
"vaquer";0;7
"varapper";0;7
"varger";0;7
"varier";0;7
"varloper";0;7
"vasectomiser";1;7
"vaseliner";1;7
"vasouiller";1;7
"vassaliser";1;7
"vaticiner";0;7
"végéter";0;7
"véhiculer";0;7
"veiller";0;7
"veiner";0;7
"vélariser";1;7
"vêler";0;7
"velouter";0;7
"vendanger";0;7
"vendre";0;7
"vénérer";0;7
"venger";0;7
"venir";0;7
"ventiler";0;7
"ventouser";1;7
"verbaliser";1;7
"verbiager";0;7
"verdir";0;7
"verdoyer";0;7
"verduniser";1;7
"verger";0;7
"vérifier";0;7
"verjuter";0;7
"vermiculer";0;7
"vermiller";0;7
"vermillonner";0;7
"vernaliser";1;7
"vernir";0;7
"vernisser";0;7
"véroter";0;7
"verrouiller";0;7
"verser";0;7
"versifier";0;7
"verticaliser";1;7
"vesser";0;7
"vétiller";0;7
"vêtir";0;7
"vexer";0;7
"viabiliser";1;7
"viander";0;7
"vibrer";0;7
"vibrionner";0;7
"vicier";0;7
"vidanger";0;7
"vider";0;7
"vidimer";0;7
"vieillir";0;7
"vieller";0;7
"vilipender";0;7
"villégiaturer";0;7
"vinaigrer";0;7
"viner";0;7
"vinifier";0;7
"violacer";0;7
"violenter";0;7
"violer";0;7
"violoner";0;7
"vioquir";0;7
"virailler";0;7
"virer";0;7
"virevolter";0;7
"virguler";0;7
"viriliser";1;7
"viroler";0;7
"viser";1;7
"visionner";1;7
"visiter";1;7
"visser";0;7
"visualiser";1;7
"vitrer";0;7
"vitrifier";0;7
"vitrioler";0;7
"vitupérer";0;7
"vivifier";0;7
"vivoter";0;7
"vivre";0;7
"vocaliser";1;7
"vociférer";0;7
"voguer";0;7
"voiler";0;7
"voir";0;7
"voisiner";1;7
"voiturer";0;7
"volatiliser";1;7
"volcaniser";1;7
"voler";0;7
"voleter";0;7
"voliger";0;7
"volleyer";0;7
"volter";0;7
"voltiger";0;7
"vomir";0;7
"voter";0;7
"vouer";0;7
"vouloir";0;7
"vousoyer";1;7
"voussoyer";0;7
"voûter";0;7
"vouvoyer";0;7
"voyager";0;7
"vriller";0;7
"vrombir";0;7
"vulcaniser";1;7
"vulgariser";1;7
"warranter";0;7
"webifier";0;7
"zapper";1;7
"zébrer";1;7
"zester";1;7
"zézayer";1;7
"ziber";1;7
"zieuter";1;7
"zigonner";1;7
"zigouiller";1;7
"ziguer";1;7
"zigzaguer";1;7
"zinguer";1;7
"zinzinuler";1;7
"zipper";1;7
"zoner";1;7
"zoomer";1;7
"zouker";1;7
"zozoter";1;7
"zyeuter";1;7
"coïter";0;7
"oindre";0;7
"préclure";0;7
